,train,val,test
R²,0.9917566957405923,0.06355927779643322,0.09047547149696622
RMSE,1.9850448286454327,21.146189225511637,21.043963042197703
MAE,0.21409852496986279,16.843451865846713,16.82978094998882
MAPE,0.08262787375974134,8.395778483246199,7.883226145162679
MPE,-850.95746262456,-845.3582668945874,-847.5909988751091
