,train,val,test
R²,0.9028168842467658,0.34104629968710454,0.407268371434819
RMSE,6.815772146134175,17.738603204342734,16.988278558686794
MAE,4.860772578122971,12.930303888184845,12.191283580226564
MAPE,2.5779585497476467,7.033137554926378,6.317597012337652
MPE,-856.2402566056729,-858.97306681398,-861.5009026890949
