,train,val,test
R²,0.09419491057528084,0.06647668389711614,0.08842233682193112
RMSE,20.80832068280999,21.113223900467585,20.87123916057448
MAE,16.458031755824443,16.749939090484034,16.539642685177714
MAPE,8.35053982092813,8.54793103460539,8.422772712904944
MPE,-812.178676412312,-831.6817656366807,-819.2314282045926
