,train,val,test
R²,0.7735701430546889,0.09115550845171705,0.7118236382427968
RMSE,10.403668371026258,20.832277796175248,11.734931914868225
MAE,7.681678775736587,16.553081212911792,8.79768225281426
MAPE,3.4779821449490376,8.487351972566785,4.008055905195606
MPE,-851.0740885279514,-846.0249432833696,-849.0530146838978
