,train,val,test
R²,0.007831741118630053,0.03992483038154071,0.05116551777115064
RMSE,21.777715430196125,21.41137645841414,21.4939162404751
MAE,17.299506969671594,17.039753759960327,17.144197086987703
MAPE,8.732300419042266,8.682541883735295,8.531355027820084
MPE,-850.9574626245584,-845.8592656987091,-849.3120460270641
