,train,val,test
R²,0.012832763427018778,0.05613123540308984,0.06127463023377222
RMSE,21.722760825513255,21.2298915507845,21.17974245269712
MAE,17.244236014680347,16.831713756659383,16.802161479317814
MAPE,8.678785850035073,8.65523713222475,8.58271307973785
MPE,-850.9574626245593,-846.0608322074711,-848.9647042342051
