,train,val,test
R²,0.04605830473391903,0.03992483038154071,0.05116551777115064
RMSE,21.35406546364478,21.41137645841414,21.4939162404751
MAE,16.998249066011095,17.039753759960327,17.144197086987703
MAPE,8.653185943804512,8.682541883735295,8.531355027820084
MPE,-842.0791766980763,-845.1305670630196,-830.1989161351106
