,train,val,test
R²,0.007400905609184383,0.0399248303815406,0.05116551777115064
RMSE,21.782443254681112,21.41137645841414,21.4939162404751
MAE,17.305483795260546,17.039753759960327,17.144197086987703
MAPE,8.736697313910927,8.682541883735295,8.531355027820084
MPE,-850.9574626245577,-845.8592656987091,-849.3120460270641
