,train,val,test
R²,0.04605770063554282,0.03992955619248495,0.051167062631854
RMSE,21.354072225040312,21.411323761372845,21.49389874262869
MAE,16.9983076023201,17.039331077459902,17.143837970013415
MAPE,8.653414734181558,8.682348600505266,8.532387164061522
MPE,-842.1035109138858,-845.113624798341,-830.3042063128172
