,train,val,test
R²,0.009149935251170582,0.06686481645590403,0.0872685664411691
RMSE,21.763243692215468,21.10883430385193,20.884443193386716
MAE,17.285449661261286,16.743547935836382,16.551554223838984
MAPE,8.699700898061744,8.561794374665688,8.438346577036386
MPE,-850.9574626245586,-845.8771731371241,-848.9647042342026
